addr,district,road,description,area,room,bath,dinning,obj_type,which_floor,total_floor,mgnt_fee,rent_fee
台中市北區益華街,北區,益華街,⭐含管電梯管理員❤️陽台獨洗❤️流理台❤️衛浴開窗,10.0,1.0,1.0,,住宅,6,7,,8500.0
台中市北屯區天津路四段,北屯區,天津路四段,⭐捷運文心崇德⭐爬二樓⭐限女生⭐子母車⭐大空間,10.0,1.0,1.0,,住宅,2,4,1000,5999.0
台中市北區德化街,北區,德化街,⚡中國醫周邊⚡免爬高二樓⚡生活機能佳⚡可寵,10.0,1.0,1.0,1.0,住宅,2,3,1000,7999.0
台中市北區中華西街,北區,中華西街,一中台體❤️共洗獨曬❤️子母車❤️浴室乾溼分離,10.0,1.0,1.0,1.0,住宅,4,6,1000,5999.0
台中市西屯區櫻城五街,西屯區,櫻城五街,⚡️櫻城5-8逢甲中科⚡️陽台獨洗⚡️機車位,10.0,1.0,1.0,,車位,3,5,1000,6999.0
台中市北屯區太祥路,北屯區,太祥路,電梯管理員❤陽台❤室內機車位❤衛浴窗❤秒殺❤,8.0,1.0,1.0,1.0,車位,2,5,1000,4999.0
台中市北區漢口路四段,北區,漢口路四段,全新整理《流理台套房》近北平天津.山西太原.中國醫,8.0,1.0,1.0,,住宅,2,7,550,12000.0
台中市西屯區烈美街,西屯區,烈美街,報稅補助✓逢甲僑光✓大落地窗✓走路逛逢甲✓,10.0,1.0,1.0,,住宅,3,7,1000,5999.0
台中市西屯區福上巷龍欣三弄,西屯區,福上巷龍欣三弄,✨電梯上樓✨衛浴乾溼分離✨凸窗曬衣✨小資秒殺,9.0,1.0,1.0,,住宅,4,6,1001/月,6199.0
台中市中區繼光街,中區,繼光街,✨女生限定✨衛浴開窗✨共洗曬✨絕美採光✨電梯套房,10.0,1.0,1.0,,住宅,6,7,1000,5199.0
台中市西區大全街,西區,大全街,全新整理✨大全街✨子母車✨近五權車站✨飲水機,10.0,1.0,1.0,,住宅,1,5,1000,4799.0
台中市西屯區華夏巷西五弄,西屯區,華夏巷西五弄,可貓咪⭐時尚裝潢⭐管理員⭐逢甲僑光,9.0,1.0,1.0,,住宅,6,6,1000,5799.0
台中市西屯區至善路,西屯區,至善路,小資首選/電梯管理員/共用廚房/近中科74逢甲,9.0,,,,住宅,9,10,1000,6999.0
台中市北區德化街,北區,德化街,德化街✨近中醫✨掀床子母車乾濕分離✨可報稅租補,10.0,1.0,1.0,,住宅,1,8,1000,6499.0
台中市西區三民路一段,西區,三民路一段,全新獨洗曬/流理台/超便宜cp高/只有樣間,8.0,1.0,1.0,,住宅,2,4,1000,5799.0
台中市北區衛道路,北區,衛道路,中國醫/一中⭐️一個人的美好/採光佳/小資,7.0,1.0,1.0,,住宅,3,4,1000,4499.0
台中市西屯區福安二街,西屯區,福安二街,⭐二樓而已爬梯不喘❤️超便宜❤️衛浴開窗,9.0,1.0,1.0,,住宅,2,5,1001,5699.0
台中市西區民生路,西區,民生路,可租補～電梯套房～近審計新村,10.0,1.0,1.0,,住宅,7,7,,7500.0
台中市北屯區僑孝街,北屯區,僑孝街,❤️超高CP❤️陽台獨洗乾濕衛浴雙層冰箱,10.0,,,,住宅,5,5,,6899.0
台中市西屯區上石路,西屯區,上石路,✨就當個美麗風箏飛吧✨我最愛這個✨靠近新光去逛街✨,9.0,1.0,1.0,,住宅,3,4,1000,7800.0
台中市西屯區福安七街,西屯區,福安七街,單身貴族✨洗脫烘✨子母車飲水機✨近台積電,7.0,1.0,1.0,,住宅,1,4,1000,5500.0
台中市西屯區西屯路三段,西屯區,西屯路三段,中科榮總❤️陽台獨洗雙層冰箱❤️衛浴開窗視野佳D,10.0,1.0,1.0,,住宅,5,7,1000,11500.0
台中市中區中山路,中區,中山路,秒殺小資首選♡採光好到沒話說♡免追垃圾車,9.0,1.0,1.0,,住宅,2,4,1000,5199.0
台中市中區中山路,中區,中山路,⭐採光套房❤️衛浴開窗❤️超便宜,10.0,1.0,1.0,,住宅,2,5,1001,6099.0
台中市南區學府路,南區,學府路,秒殺小資套●電梯免爬●社區管理員●中興大●新時代,8.5,1.0,1.0,,住宅,18,19,1000,4800.0
台中市東區自由路三段,東區,自由路三段,台中公園電梯套房✔洗衣機✨曬衣區,8.9,1.0,1.0,,住宅,4,7,1000,4999.0
台中市北區大德街,北區,大德街,中國醫⭐時尚大空間⭐須爬梯⭐小資首選,9.5,1.0,1.0,,住宅,5,6,1000,4999.0
台中市西屯區寧夏西四街,西屯區,寧夏西四街,西屯區⚡秒殺電梯管理員小套房⚡流理臺⚡陽台獨洗,10.0,1.0,1.0,1.0,住宅,5,7,1000,8000.0
台中市東區復興路四段,東區,復興路四段,走路火車站逛新時代●陽台獨洗●全新未入住●機車位,8.34,1.0,1.0,,車位,2,4,1000,7500.0
台中市南區忠孝路,南區,忠孝路,學生首選✅近忠孝夜市✅中興大學✅陽台獨洗✅室內機車,6.0,,,,住宅,3,3,,5500.0
台中市西屯區何厝街,西屯區,何厝街,✨秒殺噹噹✨滾燙的洗衣機有夠讚✨整個全新你賺到✨,9.0,1.0,1.0,,住宅,4,8,1000,7800.0
台中市北區一中街,北區,一中街,小資首選/爬6樓/陽台/一中街中國醫,9.0,,,,住宅,6,6,1000,5300.0
台中市北區太原八街,北區,太原八街,電梯/小資首選/系統櫃/陽台獨洗/漢口商圈,10.0,,,,住宅,4,6,1000,6999.0
台中市北區中清路一段,北區,中清路一段,運動爬梯5樓♡獨洗凸窗曬最乾淨♡免追垃圾車,9.0,1.0,1.0,1.0,住宅,5,6,1000,6999.0
台中市西屯區福中十五街,西屯區,福中十五街,限女性❤超新系統裝潢~乾溼衛浴/免投共洗凸窗曬,9.0,1.0,1.0,,住宅,2,4,1000,6999.0
台中市西區朝陽街,西區,朝陽街,美術館❤系統裝潢~陽台獨洗/子母車,9.0,1.0,1.0,,住宅,1,6,1000,7299.0
台中市東區自由路四段,東區,自由路四段,一中✔自由路✨CP高電梯套房可租車位,9.8,1.0,1.0,,住宅,6,7,1000,4999.0
台中市北區光大街,北區,光大街,光大街✨電梯可租補報稅✨陽台可加獨洗✨大片採光,10.0,1.0,1.0,,住宅,6,7,1000,7399.0
台中市北區英士路,北區,英士路,爬了就秒殺✨可貓首選✨獨洗陽台✨衛浴開窗,10.0,1.0,1.0,,住宅,5,6,1000,6199.0
台中市西屯區櫻城二街,西屯區,櫻城二街,西屯區⚡櫻花捷運站旁⚡台水電可貓⚡陽台獨洗,10.0,1.0,1.0,1.0,住宅,5,12,,6000.0
台中市西屯區福星路,西屯區,福星路,⚡西屯區⚡可貓套房⚡有洗衣間,9.0,1.0,1.0,1.0,住宅,6,8,1000,7500.0
台中市南屯區大墩九街,南屯區,大墩九街,優質電梯套房出租(近大墩路向上路口),9.0,1.0,1.0,1.0,住宅,2,6,,5500.0
台中市西屯區中工三路,西屯區,中工三路,【秒殺正廣】@全新電梯宅@陽台獨洗@近中科澄清~,10.0,,,,住宅,2,7,1000,10999.0
台中市西屯區逢甲路,西屯區,逢甲路,小資首選◕大面採光◕可租屋補助◕逢甲僑光,9.0,,,,住宅,3,5,1000,5999.0
台中市西屯區漢成六街,西屯區,漢成六街,小資首選✅文華✅水湳中國醫✅捷運站✅室內機車位,8.2,,,,車位,3,6,,6500.0
台中市西屯區福上巷,西屯區,福上巷,電梯/陽台/可短租半年/逢甲遠百,10.0,,,,住宅,2,6,1000,7800.0
台中市西屯區西屯路二段,西屯區,西屯路二段,逢甲✔免費共洗✔陽台獨曬✔可貓咪✔小資首選✔,10.0,1.0,1.0,,住宅,4,5,1001,4799.0
台中市北區中清路一段,北區,中清路一段,✨美裝潢✅整面採光✨浴室開窗✨木地板✨大空間,8.0,1.0,1.0,,住宅,5,5,1000/月,6000.0
台中市北區尚德街,北區,尚德街,秒殺❤絕美獨曬❤可寵精美套房❤機車位❤學生首選,8.0,1.0,1.0,,住宅,3,5,1001,4799.0
台中市北屯區雷中街,北屯區,雷中街,秒殺✅近水湳精美裝潢✅獨洗凸窗曬✅沙發,10.0,,,,住宅,5,6,1000,5999.0
台中市西屯區西屯路二段,西屯區,西屯路二段,✌️秒殺近逢甲管理員✌️獨洗✌️乾濕分離,9.0,,,,住宅,3,8,1000,5999.0
台中市西屯區福上巷,西屯區,福上巷,台水電◕陽台獨洗◕木質地◕機車位◕逢甲僑光河南,8.5,,,,車位,3,5,1000,6300.0
台中市西屯區福上巷龍欣三弄,西屯區,福上巷龍欣三弄,逢甲水湳◕超新電梯◕凸窗獨曬◕乾濕分離,8.5,,,,住宅,5,7,1000,6200.0
台中市西屯區寶慶街,西屯區,寶慶街,電梯管理員+木質地+舒適空間+小資秒殺+可貓,8.0,1.0,1.0,1.0,住宅,5,8,1000,5499.0
台中市北區雙十路二段,北區,雙十路二段,小資價獨洗衣⭐衛浴開窗⭐中國醫,8.5,1.0,1.0,,住宅,3,5,1000,5499.0
台中市北區梅川東路三段,北區,梅川東路三段,秒殺❤獨洗曬陽台❤精美套房❤黃金地段❤學生小資首選,8.0,1.0,1.0,,住宅,4,6,1001,5999.0
台中市西屯區西屯路二段,西屯區,西屯路二段,✨學生小資套房❤走路逢甲❤子母車✨,8.0,1.0,1.0,,住宅,6,7,1001,4099.0
台中市北區尚德街,北區,尚德街,✨小資學生套房❤近一中 中國醫❤室內機車位✨,8.0,1.0,1.0,,住宅,1,6,1001,4499.0
台中市北區英才路,北區,英才路,✨精美套房❤可貓短租❤中科中國醫學生首選❤,8.0,1.0,1.0,,住宅,2,5,1001,4999.0
台中市北屯區中清路一段,北屯區,中清路一段,中清路一段✨太原路2樓ＣＰ高大套✔洗衣機,8.66,1.0,1.0,,住宅,5,5,,6999.0
台中市北區漢口路三段,北區,漢口路三段,小資必租⭐陽台獨洗⭐室內G車⭐漢口商圈,9.0,1.0,1.0,,住宅,4,5,1000,6999.0
台中市西區忠誠街,西區,忠誠街,⭐超美採光❤️陽台獨曬❤️西區首選,10.0,1.0,1.0,,住宅,5,6,1001,76299.0
台中市西屯區華夏巷西五弄,西屯區,華夏巷西五弄,逢甲⭐️衛浴開窗/管理員/採光好/小資首選/可貓寵,8.0,1.0,1.0,,住宅,6,6,1000,5799.0
台中市西區忠明南路,西區,忠明南路,✌️秒殺9成新電梯✌️陽台獨洗✌️機車位✌️超便宜,9.0,,,,車位,3,5,1000,6999.0
台中市北區青島路二段,北區,青島路二段,☞❤秒殺❤超新裝潢❤精美套房❤採光佳❤子母車❤☜,10.0,1.0,1.0,,住宅,2,6,999,7999.0
台中市西區忠誠街,西區,忠誠街,陽台獨曬◕落地採光◕乾濕分離◕金典勤美公益,8.5,,,,住宅,4,5,1000,6700.0
台中市北區德化街,北區,德化街,⚡北區⚡秒殺電梯套房⚡可租補報稅⚡陽台獨洗,10.0,1.0,1.0,1.0,住宅,2,5,1000,7500.0
台中市北區尚德街,北區,尚德街,可寵⭐可短租⭐獨洗衣⭐小資價,9.0,1.0,1.0,,住宅,3,5,1000,5499.0
台中市西屯區逢甲路,西屯區,逢甲路,逢甲✔飯店式管理❤台水台電✔可補助,9.0,1.0,1.0,,住宅,5,7,423,8799.0
台中市北屯區軍福九路,北屯區,軍福九路,超秒殺可貓小資套●電梯免爬●陽台獨洗●中台●慈濟,8.5,1.0,1.0,,住宅,7,8,1000,6299.0
台中市西區樂群街,西區,樂群街,可貓可狗⭐免爬高⭐陽台~子母車⭐雙面採光⭐教育大學,7.12,,,,住宅,4,5,500,6000.0
台中市東區自由路三段,東區,自由路三段,台中車站✔可貓狗有洗衣機✔飲水機子母車,8.59,1.0,1.0,,住宅,3,6,1000,8499.0
台中市北區山西路二段,北區,山西路二段,可貓不加價⭐獨洗曬⭐小資價⭐搶,8.0,1.0,1.0,,住宅,5,6,1000,4999.0
台中市西區精誠路,西區,精誠路,可寵可短租/陽台獨洗/樓梯運動/豪華路段,10.0,1.0,1.0,,住宅,6,6,1000,7499.0
台中市南區學府路,南區,學府路,中興大⭐電梯管理⭐衛浴窗⭐小資必租,8.5,1.0,1.0,,住宅,3,12,1000,5799.0
台中市北區國豐街,北區,國豐街,❤小資首選❤大空間✅精美套房❤1樓免爬高❤,8.0,1.0,1.0,,住宅,1,3,1000/月,5500.0
台中市南區台中路,南區,台中路,秒獨洗洗小資套●中興大新時代●台中車站●免追垃圾車,8.5,1.0,1.0,,住宅,2,5,,6800.0
台中市北區榮華街,北區,榮華街,中國醫⭐全新整理⭐時尚裝潢⭐小資價,8.5,1.0,1.0,,住宅,5,6,1000,4899.0
台中市西屯區中工三路,西屯區,中工三路,中科世貿⭐單人新套⭐獨洗烘⭐一樓免爬,7.5,1.0,1.0,,住宅,1,4,1000,5499.0
台中市西屯區西屯路二段,西屯區,西屯路二段,秒殺❤獨洗曬❤學生精美套房❤平價首選❤子母車,8.0,1.0,1.0,,住宅,2,6,1001,5499.0
台中市西屯區重慶路,西屯區,重慶路,免管理費❤電梯套房✨精美新屋❤小資首選✨,8.0,1.0,1.0,,住宅,1,7,,6000.0
台中市西屯區漢成六街,西屯區,漢成六街,秒殺❤可租屋補助❤電梯精美套房❤可家庭❤子母車❤,8.0,1.0,1.0,,住宅,3,7,,5999.0
台中市北區德化街,北區,德化街,中國醫⭐️衛浴乾溼分離⭐️可報稅租補,9.0,1.0,1.0,,住宅,1,5,1000,6499.0
台中市北區五常街,北區,五常街,秒殺小資套●可短租●走路可到中國醫●中科大,8.5,1.0,1.0,,住宅,2,5,1000,5499.0
台中市北區尚德街,北區,尚德街,☞近一中❤稀有可寵物❤獨曬首選❤大空間❤採光佳☜,8.0,1.0,1.0,,住宅,2,5,1001,4999.0
台中市西區篤信街,西區,篤信街,【秒殺正廣】@電梯@獨洗曬@流理台@貓可談,10.0,,,,住宅,7,7,1000,12500.0
台中市北區大德街,北區,大德街,中國醫精美套房✔好停車❤有洗衣機,6.0,1.0,1.0,,住宅,5,6,1000,5499.0
台中市北屯區東山路一段,北屯區,東山路一段,❣️電梯秒殺別猶豫❣️陽台獨洗超有心❣️整個滿足你,9.0,1.0,1.0,,住宅,2,5,1000,8000.0
台中市中區臺灣大道一段,中區,臺灣大道一段,小資必看⭐省錢溫馨套房⭐衛浴開窗⭐教育大學⭐快,8.12,,,,住宅,2,4,300,6800.0
台中市北區永興街,北區,永興街,電外全包超值電梯套房⭐陽台獨洗⭐漢口商圈⭐喜歡快約,8.12,,,,住宅,5,6,1000,6000.0
台中市東區練武路,東區,練武路,秒殺✨小資首選✨可養貓✨子母車✨飲水機✨頂樓共曬,9.0,,,,住宅,2,3,1000,6500.0
台中市北區中清路一段,北區,中清路一段,秒殺❤大面採光❤精美套房❤小資學生首選❤子母車,10.0,1.0,1.0,,住宅,4,6,1001,5499.0
台中市東區進德路,東區,進德路,❤小資首選❤可寵物❤大空間❤採光佳❤精美大套房,7.0,1.0,1.0,,住宅,4,5,1000/月,5000.0
台中市西屯區長安路二段,西屯區,長安路二段,✨小資首選✨獨洗✨飲水機✨子母車✨流理台,10.0,,,,住宅,2,7,1000,7000.0
台中市西屯區華夏巷西五弄,西屯區,華夏巷西五弄,秒殺逢甲❤可貓寵❤精美套房❤機車位❤子母車,10.0,1.0,1.0,,住宅,6,7,1001,5499.0
台中市西屯區河南路二段,西屯區,河南路二段,❤水湳經貿❤陽台獨洗❤大空間❤採光通風佳❤,10.0,1.0,1.0,1.0,住宅,4,6,1000,6499.0
台中市北區美德街,北區,美德街,電梯不累◕小資首選◕獨洗陽台◕一中中國醫,9.0,,,,住宅,3,5,1000,6499.0
台中市西區民生路,西區,民生路,高級精品房，近台中教育大，台中醫院對面,8.0,1.0,1.0,,住宅,1,2,,4500.0
台中市西區篤行路,西區,篤行路,超新◕小資首選◕室內機車位◕近科博館中國醫,10.0,,,,車位,2,5,1000,5500.0
台中市北區崇德路一段,北區,崇德路一段,可寵⭐️獨洗曬/小資/可寵/多間,9.0,1.0,1.0,,住宅,4,6,1000,5999.0
台中市西屯區逢甲路,西屯區,逢甲路,【秒殺正廣】全新未住@多間可選@獨洗曬@走路去逢甲,10.0,,,,住宅,2,4,1000,8999.0
台中市西屯區青海路二段,西屯區,青海路二段,新光大遠百✅逢甲僑光✅管理員✅超強採光✅機車位✅,9.0,,,,車位,7,8,1000,6199.0
台中市北區中清路一段,北區,中清路一段,英才路❤一房一廳✔有飲水機❤可貓,9.0,1.0,1.0,1.0,住宅,4,5,1000,8999.0
台中市北區中華路二段,北區,中華路二段,中國醫一中⭐獨洗曬⭐小資必租,9.0,1.0,1.0,,住宅,4,5,1000,5999.0
台中市中區中山路,中區,中山路,一中教育大⭐獨曬窗⭐免爬高⭐小資價,9.0,1.0,1.0,,住宅,2,5,1000,6099.0
台中市南區忠孝路,南區,忠孝路,中興大⭐一樓免爬⭐室內G車位⭐超低價,7.0,1.0,1.0,,車位,1,4,1000,3999.0
台中市西屯區文華路,西屯區,文華路,可短租+可寵秒殺+陽台+衛浴窗+子母車+大空間,9.0,1.0,1.0,1.0,住宅,3,5,1000,3699.0
台中市北區尚德街,北區,尚德街,秒殺✅可寵✅陽台獨洗✅小資首選✅全新未住,10.0,,,,住宅,3,5,1000,5499.0
台中市西屯區烈美街,西屯區,烈美街,可貓◕獨洗陽台◕逢甲中科朝馬,8.5,,,,住宅,4,5,1000,6200.0
台中市東區三賢街,東區,三賢街,❤旱溪夜市❤獨洗凸窗獨曬❤小資首選❤子母車❤,8.0,1.0,1.0,,住宅,3,7,1000,5299.0
台中市北區大德街,北區,大德街,☞秒殺❤近中國醫❤近一中街❤小資首選❤☜,7.0,1.0,1.0,,住宅,3,5,1000,4499.0
台中市南區台中路,南區,台中路,✌秒殺近興大電梯最便宜✌陽台獨洗✌精美裝潢9成新✌,8.0,,,,住宅,3,6,1000,6799.0
台中市東區進德路,東區,進德路,超便宜可寵◕採光佳◕免投共洗◕一中台體秀泰火車站,8.0,,,,住宅,4,5,1000,4999.0
台中市南屯區大墩七街,南屯區,大墩七街,南屯七期✅家具電全配✅含平車✅公設滿分,22.0,2.0,1.0,2.0,整層住家,14,24,"3,000元/月",33000.0
台中市北區北屯路,北區,北屯路,超省大空間🐳3房家具齊省省過年入住,30.0,3.0,1.0,2.0,整層住家,2,4,無,18000.0
台中市北屯區大連路一段,北屯區,大連路一段,⚽全新大套/超美衣櫃/大空間⚽,10.0,1.0,1.0,0.0,獨立套房,5,10,"1,500元/月",13500.0
台中市北區天津路二段,北區,天津路二段,🌲【天津商圈】整層透天好利用大空間,80.87,5.0,5.0,2.0,整層住家,1,5,無,55000.0
台中市南屯區向上路三段,南屯區,向上路三段,大墩國小旁~2房近南屯交流道~近文心公園,27.0,2.0,1.0,1.0,整層住家,12,14,"1,050元/月",21000.0
台中市西屯區河南路一段,西屯區,河南路一段,電梯❤乾溼分離❤木質地❤秒殺❤附近小公園❤,10.0,1.0,1.0,1.0,住宅,6,8,1001,6499.0
台中市北區青島路二段,北區,青島路二段,⭐採光美套房❤️子母車❤️飲水機,9.0,1.0,1.0,,住宅,2,5,1000,6600.0
台中市西屯區福上巷,西屯區,福上巷,逢甲大學✅台水台電✅管理員✅陽台獨洗✅子母車,10.0,1.0,1.0,1.0,住宅,3,7,1000,6299.0
台中市南屯區永春南路,南屯區,永春南路,✨電梯管理員✨汽機車位可租✨超新裝潢✨衛浴開窗✨,10.0,1.0,1.0,,車位,12,15,1001,8499.0
台中市西屯區櫻城二街,西屯區,櫻城二街,可貓咪✅台水台電✅陽台獨洗✅管理員✅子母車,10.0,1.0,1.0,,住宅,5,7,1000,5999.0
台中市北屯區環太東路,北屯區,環太東路,聚作二房可貓絕美傢俱電客製可談後有圖可參,25.0,2.0,1.0,2.0,整層住家,14,15,"2,000元/月",20000.0
台中市北屯區太原路三段,北屯區,太原路三段,惠宇開朗景觀三房浴缸絕美家俱可談後有圖參,50.0,3.0,2.0,2.0,整層住家,11,15,"4,100元/月",31999.0
台中市東區公園東路,東區,公園東路,近秀泰火車站二房全新建案北歐家具,25.0,2.0,1.0,1.0,整層住家,8,18,"2,000元/月",26999.0
台中市南區仁義街9巷,南區,仁義街,🎀興大｜一樓免爬樓梯｜質感套房🎀,6.0,1.0,1.0,0.0,獨立套房,1,2,,5999.0
台中市南屯區大光街,南屯區,大光街,文心森林公園新整理三房可寵傢俱全配,30.0,3.0,2.0,2.0,整層住家,4,13,"2,850元/月",26800.0
台中市北屯區軍和街,北屯區,軍和街,電1度5元，水1度10元,6.5,1.0,1.0,,住宅,2,4,1000,6500.0
台中市西區民生路,西區,民生路,台水台電/流理台/近教育大學.審計新村.勤美草悟道,7.5,1.0,1.0,,住宅,17,22,750,7500.0
